gbifID,identifier,references,VF,institutionID,collectionID,datasetID,institutionCode,basisOfRecord,informationWithheld,occurrenceID,catalogNumber,recordNumber,recordedBy,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,associatedMedia,associatedReferences,associatedTaxa,otherCatalogNumbers,organismID,eventDate,Date_2,Year_2,Month_2,Day_2,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,fieldNotes,country,countryCode,stateProvince,county,municipality,locality,verbatimElevation,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,taxonID,scientificName,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship,Decade,DOY
3125039579,453452,https://cch2.org/portal/collections/individual/index.php?occid=453452,YES,,0945030a-f625-4b95-9f48-e5cb7d6eb879,,SD,PreservedSpecimen,,30577467-744F-41AC-BAF3-D16461C1028A,,1577,Nancy Nenow; Lawrence Glacy,,,FL,,,,,,"Brittle bush, and grasses.",SD248923,,2011-01-29,2011-01-29,2011,01,29,,29,,2011,1,29,"Jan 29, 2011",Sandy wash.,,United States,,California,San Diego,,Anza-Borrego Desert State Park along S-2 at the junction of Sweeny Pass Road (S-2) and Bow Willow Road,,32.84738,-116.20258,WGS84,,,204850,Malacothrix glabrata,Asteraceae,Malacothrix,,glabrata,,Species,(D. C. Eat. ex Gray) A. Gray,2010,29
1990620898,19961809,https://www.inaturalist.org/observations/19961809,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/19961809,19961809,,A.J. Tarnas,,,flowering,,wild,,,,,,,2019-01-29T10:43:08-08:00,2019-01-29,2019,01,29,18:43:08Z,,,,,,Tue Jan 29 2019 10:43:08 GMT-0800 (PST),,,,US,California,,,,,34.1399195,-115.9942467,,10,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,29
1990634324,19999829,https://www.inaturalist.org/observations/19999829,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/19999829,19999829,,Fred Melgert / Carla Hoegen,,,,,wild,,,,,,,2019-01-30T11:45:00-08:00,2019-01-30,2019,01,30,19:45:00Z,,,,,,2019/01/30 11:45 AM PST,,,,US,California,,,,,33.17856167,-116.1655833,,,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,30
1990626574,19977243,https://www.inaturalist.org/observations/19977243,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/19977243,19977243,,frankiecoburn,,,flower budding,,wild,,,,,,,2019-01-30T13:11:42-08:00,2019-01-30,2019,01,30,21:11:42Z,,,,,,2019-01-30 1:11:42 PM PST,,,,US,California,,,,,33.29341379,-116.1485841,,9,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,30
2465095630,20400015,https://www.inaturalist.org/observations/20400015,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/20400015,20400015,,Colin Barrows,,,flowering,,wild,,,,,,,2019-01-31T09:30:00-08:00,2019-01-31,2019,01,31,17:30:00Z,,,,,,2019/01/31 9:30 AM PST,,,,US,California,,,,,33.68148333,-115.8001667,,,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,31
1993738843,20057127,https://www.inaturalist.org/observations/20057127,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/20057127,20057127,,Lynn,,,flowering,,wild,,,,,,,2019-01-31T09:51:00-08:00,2019-01-31,2019,01,31,17:51:00Z,,,,,,2019/01/31 9:51 AM PST,,,,US,California,,,,,34.05028823,-116.5667006,,300,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,31
3125234974,1928881,https://cch2.org/portal/collections/individual/index.php?occid=1928881,YES,,0945030a-f625-4b95-9f48-e5cb7d6eb879,,SD,PreservedSpecimen,,B7A25806-A97A-41CF-98BE-D3B21C434B54,,19620,Reid Moran; J.L.Reveal,,,FL,,,,,,,SD92604,,1973-02-01,1973-02-01,1973,02,01,,32,,1973,2,1,"Feb 01, 1973",flat sandy desert,,Mexico,,Baja California,Unknown,,2 miles south of El Crucero,,29.2135,-114.1491,WGS84,,,204850,Malacothrix glabrata,Asteraceae,Malacothrix,,glabrata,,Species,(D. C. Eat. ex Gray) A. Gray,1970,32
1993727278,20025486,https://www.inaturalist.org/observations/20025486,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/20025486,20025486,,larry-heronema,,,flowering,,wild,,,,,,,2019-02-01T12:41:52-08:00,2019-02-01,2019,02,01,20:41:52Z,,,,,,Fri Feb 01 2019 12:41:52 GMT-0800 (PST),,,,US,California,,,,,33.66575333,-115.80513,,0,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,32
1993727229,20025110,https://www.inaturalist.org/observations/20025110,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/20025110,20025110,,larry-heronema,,,flowering,,wild,,,,,,,2019-02-01T12:21:53-08:00,2019-02-01,2019,02,01,20:21:53Z,,,,,,Fri Feb 01 2019 12:21:53 GMT-0800 (PST),,,,US,California,,,,,33.66407,-115.8039917,,0,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,32
1993726681,20023689,https://www.inaturalist.org/observations/20023689,YES,,,,iNaturalist,HumanObservation,,https://www.inaturalist.org/observations/20023689,20023689,,William Terry Hunefeld,,,flowering,,wild,,,,,,,2019-02-01T11:53:22-08:00,2019-02-01,2019,02,01,19:53:22Z,,,,,,Fri Feb 01 2019 11:53:22 GMT-0800 (PST),,,,US,California,,,,,33.2812116,-116.1429484,,5,,58029,Malacothrix glabrata,Asteraceae,Malacothrix,,,,species,,2010,32
